url,scraped_at,brand,brand_slug,product_name,from_cache,ingredients,form,life_stage,price,pack_size,price_per_kg,jsonld,analytical_constituents
https://www.akela.com/products/akela|80:20_fish_feast_complete_working_dog_food|unknown,2025-09-10T19:04:49.278344,Akela,akela,80:20 Fish Feast Complete Working Dog Food,False,"chicken, chicken meal, rice, barley, peas, sweet potato, chicken fat, flaxseed",dry,adult,13.751178851089897,2kg,6.875589425544948,,
https://www.akela.com/products/akela|80:20_free-range_chicken_complete_working_dog/puppy_food|unknown,2025-09-10T19:04:49.278390,Akela,akela,80:20 Free-Range Chicken Complete Working Dog/Puppy Food,False,"chicken, chicken meal, dha, calcium, rice, barley, peas, sweet potato",wet,,17.92307802968734,2kg,8.96153901484367,"{'@type': 'Product', 'name': '80:20 Free-Range Chicken Complete Working Dog/Puppy Food', 'brand': {'@type': 'Brand', 'name': 'Akela'}, 'offers': {'@type': 'Offer', 'price': 17.92307802968734, 'priceCurrency': 'EUR'}}",
https://www.akela.com/products/akela|80:20_original_complete_working_dog|unknown,2025-09-10T19:04:49.278450,Akela,akela,80:20 Original Complete Working Dog,False,"chicken, chicken meal, rice, barley, peas, sweet potato, chicken fat, flaxseed",wet,adult,10.915727942886027,2kg,5.457863971443014,,
https://www.akela.com/products/akela|80:20_scottish_salmon_complete_working_dog/puppy_food|unknown,2025-09-10T19:04:49.278496,Akela,akela,80:20 Scottish Salmon Complete Working Dog/Puppy Food,False,"chicken, chicken meal, dha, calcium, rice, barley, peas, sweet potato",wet,,12.535813679919013,2kg,6.267906839959506,"{'@type': 'Product', 'name': '80:20 Scottish Salmon Complete Working Dog/Puppy Food', 'brand': {'@type': 'Brand', 'name': 'Akela'}, 'offers': {'@type': 'Offer', 'price': 12.535813679919013, 'priceCurrency': 'EUR'}}",
https://www.akela.com/products/akela|80:20_suffolk_duck_complete_working_dog|unknown,2025-09-10T19:04:49.278543,Akela,akela,80:20 Suffolk Duck Complete Working Dog,False,"chicken, chicken meal, rice, barley, peas, sweet potato, chicken fat, flaxseed",wet,adult,10.799766546053526,2kg,5.399883273026763,"{'@type': 'Product', 'name': '80:20 Suffolk Duck Complete Working Dog', 'brand': {'@type': 'Brand', 'name': 'Akela'}, 'offers': {'@type': 'Offer', 'price': 10.799766546053526, 'priceCurrency': 'EUR'}}",
https://www.akela.com/products/akela|90:10_ultra_complete_working_dog_food|unknown,2025-09-10T19:04:49.278593,Akela,akela,90:10 Ultra Complete Working Dog Food,False,"chicken, chicken meal, rice, barley, peas, sweet potato, chicken fat, flaxseed",dry,adult,14.786728648989827,2kg,7.393364324494914,,
https://www.akela.com/products/akela|grain-free_complete_wet_working_dog_70%_lamb|wet,2025-09-10T19:04:49.278640,Akela,akela,Grain-Free Complete Wet Working Dog 70% Lamb,False,"chicken, chicken meal, rice, barley, peas, sweet potato, chicken fat, flaxseed",,adult,15.282935793661904,2kg,7.641467896830952,,
https://www.akela.com/products/akela|grain-free_complete_wet_working_dog_wild_game_70:30|wet,2025-09-10T19:04:49.278674,Akela,akela,Grain-Free Complete Wet Working Dog Wild Game 70:30,False,"chicken, chicken meal, rice, barley, peas, sweet potato, chicken fat, flaxseed",,adult,10.688201589620704,2kg,5.344100794810352,"{'@type': 'Product', 'name': 'Grain-Free Complete Wet Working Dog Wild Game 70:30', 'brand': {'@type': 'Brand', 'name': 'Akela'}, 'offers': {'@type': 'Offer', 'price': 10.688201589620704, 'priceCurrency': 'EUR'}}",
https://www.akela.com/products/akela|grain-free_complete_working_dog_70%_angus_beef|unknown,2025-09-10T19:04:49.278714,Akela,akela,Grain-Free Complete Working Dog 70% Angus Beef,False,"chicken, chicken meal, rice, barley, peas, sweet potato, chicken fat, flaxseed",dry,adult,12.687336106419618,2kg,6.343668053209809,,
https://www.akela.com/products/akela|grain-free_complete_working_dog_70%_kangaroo|unknown,2025-09-10T19:04:49.278760,Akela,akela,Grain-Free Complete Working Dog 70% Kangaroo,False,"chicken, chicken meal, rice, barley, peas, sweet potato, chicken fat, flaxseed",dry,adult,18.369099253401387,2kg,9.184549626700694,,
https://www.akela.com/products/akela|grain-free_complete_working_dog_chicken_with_goose_70:30|unknown,2025-09-10T19:04:49.278805,Akela,akela,Grain-Free Complete Working Dog Chicken With Goose 70:30,False,"chicken, chicken meal, rice, barley, peas, sweet potato, chicken fat, flaxseed",wet,adult,18.995406857724923,2kg,9.497703428862462,,
https://www.akela.com/products/akela|grain-free_complete_working_dog_duck__turkey_70:30|unknown,2025-09-10T19:04:49.278851,Akela,akela,Grain-Free Complete Working Dog Duck  Turkey 70:30,False,"chicken, chicken meal, rice, barley, peas, sweet potato, chicken fat, flaxseed",dry,adult,13.114846345503956,2kg,6.557423172751978,"{'@type': 'Product', 'name': 'Grain-Free Complete Working Dog Duck  Turkey 70:30', 'brand': {'@type': 'Brand', 'name': 'Akela'}, 'offers': {'@type': 'Offer', 'price': 13.114846345503956, 'priceCurrency': 'EUR'}}",
https://www.akela.com/products/akela|grain-free_complete_working_dog_fish_feast|unknown,2025-09-10T19:04:49.278900,Akela,akela,Grain-Free Complete Working Dog Fish Feast,False,"chicken, chicken meal, rice, barley, peas, sweet potato, chicken fat, flaxseed",dry,adult,13.813242801026258,2kg,6.906621400513129,,
https://www.akela.com/products/akela|grain-free_complete_working_dog_original_70:30|unknown,2025-09-10T19:04:49.278945,Akela,akela,Grain-Free Complete Working Dog Original 70:30,False,"chicken, chicken meal, rice, barley, peas, sweet potato, chicken fat, flaxseed",dry,adult,11.928623355414732,2kg,5.964311677707366,"{'@type': 'Product', 'name': 'Grain-Free Complete Working Dog Original 70:30', 'brand': {'@type': 'Brand', 'name': 'Akela'}, 'offers': {'@type': 'Offer', 'price': 11.928623355414732, 'priceCurrency': 'EUR'}}",
